ID,str_prd_title,str_prd_link,num_prd_price,str_prd_type,str_prd_key
D_000,Maybelline Fit Me Concealer,https://www.boots.com/maybelline-fit-me-concealer,0,D,D_000
D_001,NYX #NoFilter Finishing Powder,https://www.cultbeauty.co.uk/nyx-professional-makeup-studio-finishing-powder-translucent-finish.html,0,D,D_001
