0-1-0,0-0-0,1-1-0,1-0-0,2-1-0,2-0-0,3-1-0,3-0-0,4-1-0,4-0-0,0-1-1,0-0-1,1-1-1,1-0-1,2-1-1,2-0-1,3-1-1,3-0-1,4-1-1,4-0-1,0-1-2,0-0-2,1-1-2,1-0-2,2-1-2,2-0-2,3-1-2,3-0-2,4-1-2,4-0-2,0-1-3,0-0-3,1-1-3,1-0-3,2-1-3,2-0-3,3-1-3,3-0-3,4-1-3,4-0-3,0-1-4,0-0-4,1-1-4,1-0-4,2-1-4,2-0-4,3-1-4,3-0-4,4-1-4,4-0-4,0-1-5,0-0-5,1-1-5,1-0-5,2-1-5,2-0-5,3-1-5,3-0-5,4-1-5,4-0-5,0-1-6,0-0-6,1-1-6,1-0-6,2-1-6,2-0-6,3-1-6,3-0-6,4-1-6,4-0-6,0-1-7,0-0-7,1-1-7,1-0-7,2-1-7,2-0-7,3-1-7,3-0-7,4-1-7,4-0-7,0-1-8,0-0-8,1-1-8,1-0-8,2-1-8,2-0-8,3-1-8,3-0-8,4-1-8,4-0-8,0-1-9,0-0-9,1-1-9,1-0-9,2-1-9,2-0-9,3-1-9,3-0-9,4-1-9,4-0-9
2-0-4,"INFL342,INFL009,INFL020,INFL036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-1-4,"INFL237,INFL288,INFL047,INFL264",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-0-4,"INFL023,INFL047,INFL306,INFL237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-1-4,"INFL030,INFL059,INFL207,INFL296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-0-4,"INFL307,INFL030,INFL073,INFL059,INFL207,INFL296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1-5,"INFL102,INFL002,INFL240,INFL292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-0-5,"INFL233,INFL220,INFL241,INFL293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1-5,"INFL007,INFL055,INFL279,INFL068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0-5,"INFL147,INFL115,INFL298,INFL007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-1-5,"INFL051,INFL011,INFL213,INFL284,INFL286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-0-5,"INFL051,INFL011,INFL213,INFL284,INFL286",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-1-5,"INFL172,INFL177,INFL279,INFL014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-0-5,"INFL177,INFL023,INFL172,INFL279",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-1-5,"INFL059,INFL287,INFL089,INFL189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-0-5,"INFL189,INFL241,INFL295,INFL089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1-6,"INFL002,INFL196,INFL242,INFL243",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-0-6,"INFL233,INFL244,INFL003,INFL247",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1-6,"INFL102,INFL195,INFL249,INFL249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-0-6,"INFL115,INFL194,INFL246,INFL248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-1-6,"INFL010,INFL011,INFL041,INFL014,INFL015,INFL016,INFL017,INFL043,INFL036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-0-6,"INFL036,INFL010,INFL041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-1-6,"INFL034,INFL025,INFL026,INFL169",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-0-6,"INFL034,INFL252,INFL273,INFL277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-1-6,"INFL030,INFL168,INFL253,INFL021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-0-6,"INFL251,INFL255,INFL256,INFL030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-1-7,"INFL002,INFL349,INFL350,INFL309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-0-7,"INFL244,INFL261,INFL352,INFL242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-1-7,"INFL007,INFL261,INFL352,INFL242",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
